CGPA,IQ,Communication,Programming,Internship,Projects,Attendance,Placement
8.08,87,3,5,0,0,88,1
8.66,89,1,2,3,2,93,1
6.4,102,6,4,0,1,85,1
6.62,97,4,8,2,6,65,1
6.55,97,3,3,1,6,92,1
8.31,97,5,2,3,1,84,1
8.22,114,7,8,3,6,62,1
6.54,85,6,7,3,1,82,1
7.3,118,7,1,0,5,88,1
6.63,129,2,8,0,1,91,1
8.23,138,8,1,2,1,87,1
8.26,113,1,8,1,1,85,1
9.38,98,2,4,1,6,81,1
8.75,108,4,7,0,1,77,1
6.22,93,9,6,2,6,77,1
9.64,117,10,5,1,4,67,1
5.51,133,5,3,1,6,93,1
5.37,90,7,9,3,5,70,1
7.87,130,2,6,2,2,93,1
7.1,97,7,7,2,3,97,1
9.55,108,7,6,2,0,68,1
7.55,126,10,4,1,1,87,1
5.46,129,9,3,3,3,75,1
8.1,138,2,10,0,3,81,1
6.23,99,2,3,3,1,99,1
8.06,96,5,8,2,1,97,1
6.54,81,10,2,0,5,74,1
7.02,82,9,3,3,4,78,1
7.31,121,10,9,3,2,77,1
7.07,98,10,2,2,1,96,1
6.2,88,2,6,1,3,73,1
7.67,98,2,2,3,2,71,1
5.55,128,3,8,0,5,93,1
5.02,85,6,6,2,2,93,1
8.48,121,4,3,3,5,86,1
9.75,98,3,4,3,2,80,1
9.13,117,10,9,2,6,83,1
5.84,126,9,7,2,3,84,1
6.01,140,6,3,1,4,87,1
6.59,108,3,1,3,0,86,1
9.01,140,6,3,3,0,67,1
8.91,134,1,10,1,2,82,1
7.5,85,8,10,0,2,94,1
9.27,130,9,4,0,0,76,1
9.73,130,7,8,1,1,99,1
8.7,137,3,6,1,0,69,1
9.4,93,5,1,0,0,96,1
9.16,129,9,3,3,1,81,1
8.57,133,7,1,2,5,95,1
7.43,100,3,5,2,0,61,1
8.88,97,6,7,3,6,68,1
6.45,98,8,5,0,0,67,1
8.33,128,2,8,1,6,64,1
8.5,92,4,9,1,4,73,1
7.16,99,1,10,0,1,72,1
6.8,133,9,9,2,2,85,1
5.94,116,5,9,1,4,95,1
8.84,90,10,8,2,5,65,1
9.52,85,10,10,0,4,64,1
9.69,122,1,2,3,1,70,1
9.0,91,8,7,3,3,96,1
7.93,133,1,4,1,3,66,1
6.97,132,5,2,2,1,78,1
6.11,94,7,3,1,6,97,1
7.7,91,6,10,3,2,98,1
6.63,116,3,2,2,1,60,1
6.54,126,3,6,0,5,68,1
7.15,86,4,10,3,6,62,1
9.35,124,5,4,3,0,72,1
8.73,82,6,10,1,2,88,1
7.68,131,8,5,0,6,81,1
9.55,122,3,1,3,5,81,1
7.3,88,8,5,2,0,95,1
8.0,100,7,3,2,3,93,1
9.23,88,8,7,2,3,98,1
6.94,106,1,9,3,3,67,1
9.06,87,8,3,2,5,69,1
9.92,83,4,6,1,4,68,1
9.31,92,10,4,3,6,78,1
9.42,109,2,9,3,4,73,1
8.8,117,7,5,3,6,95,1
6.7,92,4,2,2,2,61,1
5.6,105,10,10,1,0,83,1
8.4,133,2,8,2,1,90,1
5.54,116,9,7,0,1,85,1
8.1,94,3,4,3,3,90,1
6.05,113,8,2,0,2,99,1
6.57,135,9,6,1,5,69,1
6.43,84,7,7,3,5,80,1
8.42,111,1,9,1,5,75,1
9.06,92,5,6,1,5,87,1
6.02,106,8,10,2,3,92,1
5.71,138,9,6,1,2,65,1
5.45,81,6,10,3,5,79,1
5.96,93,6,1,1,0,64,0
8.57,96,6,9,2,6,93,1
6.47,89,7,7,3,2,69,1
7.57,98,4,8,1,4,71,1
6.42,82,4,2,1,3,70,1
7.39,108,8,8,1,3,67,1
8.48,125,7,7,1,1,85,1
7.34,115,1,8,3,6,94,1
7.05,98,4,1,0,4,88,1
6.85,111,10,9,3,3,95,1
5.96,129,1,8,3,5,70,1
5.83,118,1,5,2,5,82,1
8.23,91,1,6,0,4,71,1
8.55,129,3,7,2,1,71,1
5.55,85,5,2,2,3,79,1
6.34,135,7,10,0,2,80,1
9.03,82,3,2,1,1,91,1
8.17,105,4,10,0,2,77,1
7.37,115,10,5,0,5,72,1
8.61,115,2,7,0,4,84,1
7.1,95,2,4,2,3,76,1
8.79,119,7,7,1,3,100,1
6.21,82,5,3,1,6,89,1
7.12,90,10,4,0,1,89,1
9.71,133,1,5,1,4,65,1
8.31,106,8,8,1,6,67,1
6.15,133,5,2,0,0,84,0
7.25,130,3,7,0,0,99,1
7.3,107,5,4,1,3,97,1
7.05,83,2,5,2,2,63,1
9.08,117,9,9,2,0,68,1
7.57,115,2,2,0,3,95,1
8.57,85,5,7,0,2,91,1
8.7,111,6,3,2,4,76,1
6.76,101,9,8,3,4,92,1
7.48,127,6,8,2,5,70,1
6.86,98,6,10,1,5,69,1
9.07,102,1,3,1,5,66,1
9.78,83,4,8,0,5,68,1
7.54,133,3,5,0,5,86,1
6.67,116,6,8,0,4,78,1
5.08,119,5,8,0,4,64,1
8.44,83,2,4,0,5,93,1
5.66,127,6,6,1,3,70,1
6.17,83,4,4,3,1,76,1
6.49,137,2,9,0,0,89,1
5.56,82,10,9,0,4,96,1
8.82,85,6,5,3,3,98,1
9.2,126,1,9,0,0,81,1
8.08,119,8,1,0,2,73,1
6.85,121,4,10,0,2,84,1
9.37,133,4,6,0,2,87,1
7.92,101,5,10,2,1,94,1
5.87,131,5,1,0,2,91,1
6.08,100,1,4,3,2,91,1
9.65,89,10,9,0,0,65,1
5.66,129,2,8,3,0,82,1
5.0,99,2,7,3,5,99,1
9.61,105,1,2,3,6,75,1
7.1,129,6,2,2,6,76,1
8.99,111,7,6,2,1,72,1
9.93,96,4,4,0,0,88,1
5.41,106,5,6,1,2,62,1
6.15,91,6,4,0,2,62,0
6.73,101,9,5,2,3,85,1
9.95,134,10,7,3,2,78,1
5.73,132,6,10,0,4,80,1
6.65,114,6,4,1,1,69,1
6.94,106,5,9,0,2,97,1
8.83,132,10,9,1,5,78,1
8.53,88,8,3,1,0,83,1
5.16,112,3,9,2,4,61,1
8.48,134,6,9,2,3,65,1
5.44,135,4,2,0,5,65,0
8.45,86,10,9,0,4,76,1
8.83,126,9,2,0,5,67,1
7.32,95,2,6,1,0,92,1
9.42,95,9,4,2,6,64,1
6.68,135,6,5,0,3,65,1
7.41,120,6,4,3,2,91,1
7.81,135,6,7,1,0,83,1
7.65,138,6,9,3,2,86,1
5.72,120,5,8,2,0,88,1
8.0,127,8,1,3,5,67,1
7.99,92,8,4,3,0,88,1
5.33,104,10,1,1,2,70,1
5.75,122,4,3,2,1,97,1
8.26,121,6,10,2,4,94,1
8.3,106,2,2,1,3,100,1
5.06,91,10,5,3,0,64,1
8.29,96,6,2,0,2,70,1
9.91,108,5,8,0,6,61,1
9.91,123,8,2,3,0,99,1
9.18,91,9,7,2,5,97,1
9.12,98,7,9,2,3,72,1
5.38,103,8,9,1,1,93,1
5.26,91,10,9,3,5,73,1
7.43,107,6,4,2,0,79,1
5.14,86,6,3,2,2,60,1
8.06,121,7,1,0,5,85,1
6.21,109,2,4,0,4,92,1
7.81,109,10,1,0,0,65,1
5.22,128,8,1,2,0,64,0
5.18,128,1,8,2,5,76,1
5.43,97,7,1,0,3,66,0
8.1,85,3,8,1,1,74,1
9.69,137,3,7,0,4,96,1
8.1,100,7,3,0,2,88,1
8.54,126,9,4,3,5,90,1
9.86,125,4,6,1,1,86,1
8.19,98,8,2,3,1,90,1
6.71,120,7,3,0,0,78,1
9.4,108,10,4,1,5,81,1
6.55,84,8,4,2,0,76,1
8.81,80,7,7,3,6,75,1
6.58,108,10,4,2,6,77,1
5.79,117,6,1,1,0,88,1
7.32,89,10,10,2,4,72,1
7.28,84,7,1,3,3,87,1
7.26,140,6,9,2,1,85,1
7.19,125,3,5,2,6,70,1
8.02,92,8,6,1,6,89,1
6.89,136,8,7,1,4,67,1
8.06,104,7,7,0,1,82,1
6.84,140,6,3,3,1,80,1
9.32,127,7,7,0,2,67,1
6.97,121,7,1,0,2,71,1
5.46,135,4,2,3,3,68,1
5.85,126,4,4,3,4,84,1
8.58,117,5,5,2,2,95,1
6.06,94,2,8,3,5,63,1
7.33,121,1,9,0,6,86,1
9.01,126,9,8,0,0,64,1
5.0,88,7,8,2,0,94,1
8.47,109,2,2,2,6,91,1
9.93,87,8,7,3,5,90,1
5.32,121,9,2,2,1,72,1
7.54,121,10,7,2,2,92,1
6.61,81,7,7,2,3,66,1
8.57,140,1,2,3,6,90,1
8.11,92,1,8,2,1,60,1
9.95,98,5,3,2,5,82,1
8.63,99,6,2,2,6,84,1
5.94,84,2,10,1,0,69,1
8.28,89,6,8,2,1,75,1
5.77,102,5,7,0,6,92,1
6.04,132,1,10,2,5,91,1
7.6,95,9,4,0,2,83,1
9.25,99,9,3,3,1,77,1
6.05,118,1,3,1,5,98,1
5.24,128,6,4,2,2,75,1
7.17,123,10,2,0,3,82,1
6.07,134,3,10,2,3,75,1
7.78,90,10,8,3,0,68,1
8.35,136,4,1,0,4,72,1
6.93,110,7,9,0,3,73,1
9.68,88,9,10,3,2,67,1
5.74,93,8,7,1,3,73,1
8.71,92,1,1,3,5,65,1
6.67,84,5,8,1,4,79,1
7.92,82,2,5,2,3,69,1
9.24,88,2,1,0,3,92,1
9.54,106,5,3,0,1,98,1
7.59,92,5,5,0,6,75,1
9.18,120,1,5,0,1,88,1
9.87,129,5,9,3,3,68,1
9.96,96,9,2,3,6,85,1
5.92,115,9,6,3,6,61,1
9.19,94,1,5,0,3,64,1
6.47,93,7,4,1,3,83,1
5.63,109,3,4,3,4,78,1
9.1,83,4,6,0,0,67,1
7.26,99,1,3,3,5,100,1
5.73,116,3,3,1,2,86,1
8.86,116,1,7,0,1,64,1
9.05,86,7,9,0,0,99,1
6.81,111,4,9,2,3,73,1
8.37,89,4,6,3,4,96,1
5.18,97,2,6,2,4,84,1
7.18,120,7,5,0,2,98,1
9.58,121,6,4,0,5,100,1
9.69,93,4,2,0,1,88,1
9.05,120,4,5,2,2,90,1
7.22,128,9,9,3,4,62,1
9.53,125,1,9,2,6,70,1
7.3,90,5,4,1,1,76,1
5.38,130,9,4,0,5,68,1
7.96,97,1,3,0,5,79,1
7.43,121,2,9,1,3,79,1
6.61,81,7,5,3,4,96,1
5.95,113,3,10,1,6,95,1
8.92,92,1,3,2,6,71,1
7.3,86,10,3,1,3,68,1
8.13,125,9,8,2,5,86,1
5.47,128,9,10,1,0,89,1
5.14,119,4,10,2,0,65,1
6.52,134,5,1,3,0,63,1
5.12,91,3,5,0,6,97,1
8.88,95,3,7,0,6,96,1
5.73,86,7,8,3,2,88,1
9.65,108,1,6,1,0,74,1
5.13,110,2,4,2,1,87,1
7.8,130,5,4,2,0,86,1
5.61,107,4,5,1,6,63,1
5.16,88,3,4,0,4,73,0
8.8,131,10,10,0,3,79,1
8.36,134,5,8,2,0,66,1
9.21,112,3,8,1,0,93,1
8.41,115,9,3,3,3,100,1
9.39,129,6,4,3,1,81,1
5.57,122,8,7,2,5,90,1
8.27,81,2,3,2,0,97,1
7.11,103,2,8,2,3,88,1
9.86,85,8,8,0,6,69,1
7.43,108,10,9,1,6,100,1
8.46,116,8,2,1,1,93,1
9.18,83,6,8,2,3,95,1
8.45,90,6,7,0,1,87,1
6.48,91,5,3,0,4,91,1
9.71,130,2,8,2,0,89,1
6.61,115,2,10,2,6,66,1
7.01,97,5,5,1,1,67,1
8.61,139,9,8,1,0,65,1
9.98,107,5,4,1,2,84,1
6.58,136,2,7,1,2,62,1
7.46,86,6,1,0,5,89,1
7.59,128,6,7,1,0,63,1
8.36,135,7,7,3,6,71,1
9.17,136,4,5,0,1,80,1
7.71,119,6,8,0,0,100,1
8.23,104,7,6,2,1,81,1
6.75,84,1,7,2,5,91,1
5.3,123,5,9,3,3,64,1
5.35,104,10,5,3,2,87,1
8.1,93,6,10,3,2,63,1
7.08,120,8,4,1,2,88,1
7.26,129,5,10,2,0,80,1
7.12,118,2,5,3,2,70,1
8.45,91,8,1,0,2,79,1
6.78,123,1,1,0,6,89,1
5.66,84,8,3,0,2,98,1
9.81,94,10,6,1,6,92,1
7.0,109,2,10,1,6,89,1
5.42,138,1,9,1,4,84,1
9.0,96,7,2,0,1,66,1
6.93,98,8,5,3,3,73,1
9.53,88,1,3,1,3,66,1
6.87,126,10,6,3,3,84,1
8.1,112,3,9,0,2,65,1
7.96,125,1,3,0,4,61,1
6.29,114,10,1,1,4,65,1
9.67,113,2,5,0,5,61,1
5.9,123,4,7,3,2,68,1
9.5,131,9,2,1,2,78,1
7.27,137,7,4,0,1,90,1
6.9,103,9,1,0,4,69,1
5.5,96,5,8,0,2,98,1
8.35,85,1,8,2,4,89,1
6.25,103,6,9,3,6,88,1
7.56,94,6,10,2,3,86,1
9.83,94,10,7,1,2,95,1
7.72,82,5,9,3,4,74,1
6.89,87,1,1,0,1,88,0
6.41,131,4,5,3,6,95,1
8.96,120,1,5,2,3,95,1
6.17,106,6,10,0,0,74,1
8.34,127,9,7,1,4,94,1
6.86,136,5,4,1,4,84,1
6.37,119,2,7,3,4,99,1
8.65,102,7,7,1,5,76,1
8.85,111,1,4,1,3,94,1
8.31,110,9,7,3,6,92,1
8.74,104,6,4,1,4,97,1
8.91,95,4,8,1,4,78,1
7.64,99,6,6,1,6,61,1
8.39,128,10,9,2,5,77,1
6.5,140,7,10,3,2,91,1
9.16,82,8,8,2,0,82,1
5.02,108,4,10,0,3,77,1
8.88,115,5,5,2,1,69,1
9.34,133,9,5,1,0,72,1
7.4,82,8,2,1,4,93,1
7.72,94,7,9,0,2,83,1
7.1,130,10,9,2,1,66,1
6.61,130,6,9,3,6,68,1
7.53,117,3,5,0,1,76,1
7.89,115,4,5,0,4,70,1
6.26,94,8,6,3,1,99,1
7.72,138,4,4,2,2,76,1
6.7,99,5,9,2,0,93,1
6.56,127,4,3,3,0,88,1
5.41,92,5,7,0,3,95,1
7.61,119,9,7,0,1,70,1
8.13,106,5,1,0,0,84,1
6.24,87,2,7,1,6,95,1
7.61,87,8,1,3,1,94,1
7.5,99,7,6,0,6,74,1
9.52,133,1,3,1,4,62,1
8.83,110,8,4,0,1,84,1
6.66,92,6,7,3,4,75,1
9.92,121,2,8,3,3,86,1
5.36,89,9,7,0,1,100,1
5.8,111,5,10,0,0,97,1
9.98,137,8,1,2,4,68,1
8.34,86,3,7,0,1,69,1
8.65,132,1,7,2,1,64,1
5.04,115,10,2,2,0,69,1
8.55,118,6,9,1,0,60,1
5.4,92,7,2,1,2,65,1
8.99,132,2,1,3,1,76,1
9.16,117,3,9,2,0,71,1
8.38,96,1,5,1,4,95,1
5.98,91,9,10,3,3,76,1
5.11,95,3,5,0,6,91,1
6.68,93,1,2,2,6,76,1
7.98,139,7,2,1,4,87,1
5.84,88,6,10,1,3,84,1
8.68,101,5,1,2,6,100,1
5.26,116,1,7,1,1,85,1
5.48,81,3,2,0,3,92,0
6.37,115,1,8,0,2,65,1
6.37,83,4,9,0,3,96,1
9.72,107,3,1,2,2,74,1
8.64,83,10,10,3,1,79,1
9.02,94,7,8,1,2,89,1
6.88,140,7,3,0,1,76,1
8.29,97,9,7,2,5,86,1
7.07,108,3,2,2,5,69,1
8.11,81,9,8,3,5,84,1
5.86,95,7,10,2,0,78,1
6.4,100,5,5,0,4,89,1
6.42,112,2,8,3,5,100,1
5.48,120,8,7,0,0,67,1
8.61,91,5,2,3,4,90,1
8.69,130,3,1,0,4,64,1
8.69,118,1,6,1,2,95,1
5.83,136,4,5,2,1,82,1
6.6,82,9,4,0,6,81,1
6.89,87,2,8,2,0,64,1
7.47,107,6,10,3,1,84,1
8.77,120,3,6,0,0,81,1
9.12,85,5,7,2,6,81,1
6.5,102,2,6,0,6,95,1
8.91,122,2,3,0,3,83,1
7.8,104,10,7,1,1,99,1
5.33,118,5,8,0,1,68,1
5.41,121,1,1,2,6,63,1
9.57,107,7,10,0,0,75,1
5.06,101,6,3,0,3,88,1
7.51,124,5,9,3,4,65,1
5.23,120,10,5,1,1,67,1
5.33,94,4,2,0,4,62,0
5.16,121,5,4,1,0,91,1
8.19,127,6,9,3,5,78,1
7.57,82,2,1,3,0,73,1
9.81,84,6,10,0,0,99,1
9.2,134,6,2,3,4,71,1
6.95,107,7,5,0,2,79,1
9.18,109,1,1,0,2,66,1
7.77,107,10,8,3,1,69,1
6.83,93,3,9,0,4,76,1
6.51,120,9,4,1,3,91,1
8.11,135,4,6,3,2,74,1
9.73,108,7,2,0,2,65,1
6.24,113,5,3,3,6,86,1
6.59,127,4,1,1,0,66,0
5.92,131,4,5,3,1,71,1
5.46,110,10,9,1,1,67,1
6.14,89,1,4,2,5,69,1
7.34,99,5,8,1,1,83,1
6.74,113,6,1,1,1,65,0
7.1,139,6,4,0,0,68,1
7.54,102,8,4,0,1,75,1
9.91,104,1,9,0,0,65,1
6.89,124,1,2,0,1,99,0
8.72,94,6,4,2,2,70,1
5.02,102,10,9,1,6,82,1
8.17,128,1,10,3,4,76,1
5.01,80,1,3,2,3,73,1
8.17,139,2,6,1,2,77,1
8.11,101,9,9,3,2,99,1
8.4,88,10,8,0,1,94,1
9.14,83,10,9,0,5,73,1
9.65,98,5,9,2,1,95,1
9.59,90,1,4,0,1,91,1
9.45,128,6,2,1,0,81,1
6.11,107,3,4,1,2,88,1
7.72,93,1,6,3,2,91,1
5.88,97,4,4,1,5,79,1
6.48,137,4,3,0,4,92,1
6.61,100,5,4,0,2,87,1
5.51,95,10,8,0,4,94,1
7.33,93,4,9,0,3,81,1
5.37,138,9,4,1,5,86,1
6.78,105,7,1,3,3,79,1
5.43,119,3,8,3,0,60,1
8.46,117,9,4,1,1,83,1
6.04,91,4,9,2,6,94,1
7.26,84,7,3,1,3,83,1
7.89,124,5,7,1,5,69,1
9.39,114,6,2,0,0,90,1
6.49,127,3,6,0,6,77,1
7.44,117,10,2,0,4,70,1
7.15,89,7,7,0,2,84,1
7.34,131,9,4,0,0,96,1
6.87,139,6,3,1,0,92,1
9.5,120,8,1,3,0,96,1
8.0,125,10,3,3,1,71,1
6.3,87,10,8,0,1,83,1
5.09,108,3,2,1,3,60,0
9.92,94,10,3,2,5,74,1
6.0,126,10,10,3,2,95,1
6.92,119,9,1,2,3,68,1
6.51,102,10,7,0,1,73,1
9.9,111,4,2,0,5,61,1
5.3,135,7,4,1,1,80,1
5.32,115,10,5,2,2,61,1
8.85,89,6,3,1,1,91,1
7.33,132,6,7,0,3,70,1
6.58,92,4,6,0,5,66,1
6.05,105,3,8,1,3,67,1
9.2,85,10,6,0,0,98,1
5.26,101,3,3,3,0,72,1
7.67,98,2,10,2,1,60,1
9.83,83,9,4,3,1,77,1
6.02,83,9,3,0,1,76,1
9.67,130,6,10,0,5,76,1
6.12,109,7,9,2,5,87,1
9.28,125,4,3,0,6,67,1
6.14,86,8,10,2,3,96,1
8.04,117,6,5,0,5,88,1
9.41,130,3,2,2,6,85,1
8.23,115,10,7,3,0,60,1
6.22,92,7,8,1,3,81,1
8.34,136,1,9,3,3,95,1
6.49,101,10,10,2,0,85,1
8.2,133,10,9,1,0,78,1
8.17,133,4,1,3,0,70,1
5.13,116,9,4,0,5,79,1
8.22,111,5,3,1,5,66,1
9.55,98,10,3,2,2,86,1
9.13,85,5,3,1,0,93,1
7.77,139,2,3,2,5,69,1
7.86,127,6,1,1,0,66,1
7.11,136,1,9,3,1,97,1
6.35,118,4,3,1,5,62,1
6.87,94,2,6,0,4,70,1
5.36,105,10,10,0,6,75,1
9.73,95,8,10,2,2,84,1
8.06,82,1,4,1,0,100,1
9.33,140,7,5,1,4,88,1
7.2,89,2,5,1,5,83,1
5.7,80,3,10,1,0,98,1
8.18,130,9,6,3,5,85,1
8.68,119,2,1,1,0,97,1
5.6,109,2,2,3,2,67,1
8.51,124,5,6,3,1,100,1
9.95,132,2,8,3,0,70,1
9.99,135,5,8,1,2,100,1
7.94,87,7,10,2,3,63,1
6.94,87,5,4,2,2,68,1
6.18,125,5,10,1,1,64,1
6.91,96,2,4,0,1,68,0
6.9,140,1,6,0,3,68,1
8.77,106,9,10,3,2,91,1
8.97,92,1,3,3,2,82,1
9.11,82,2,6,3,0,70,1
8.68,104,8,8,2,4,90,1
9.34,99,3,8,2,6,78,1
7.79,115,3,5,0,1,72,1
8.96,116,5,4,0,2,99,1
7.39,128,3,2,0,0,93,1
7.03,119,10,7,2,3,71,1
6.05,119,6,3,0,3,100,1
8.47,125,6,7,2,2,83,1
8.75,107,7,2,1,5,76,1
6.18,86,8,2,0,3,91,1
6.63,103,6,5,3,6,96,1
7.49,122,5,5,2,6,69,1
6.46,91,6,3,3,4,60,1
9.76,100,10,10,0,4,86,1
6.15,119,10,1,0,2,73,1
8.42,110,7,4,3,2,90,1
9.09,120,7,4,1,5,65,1
6.27,122,8,8,0,3,69,1
6.87,117,3,8,2,6,95,1
6.87,119,6,1,0,6,62,1
5.5,131,5,2,1,6,98,1
8.38,102,7,3,3,2,98,1
7.62,131,7,7,1,4,74,1
9.1,110,8,2,0,6,94,1
8.35,89,8,6,2,4,72,1
9.83,86,3,9,2,0,85,1
5.61,126,10,1,1,5,69,1
9.83,115,5,7,2,3,82,1
6.32,111,6,5,0,4,80,1
8.38,96,9,6,3,4,75,1
7.99,90,3,9,0,6,77,1
5.97,93,5,5,2,0,75,1
9.71,82,10,1,3,4,74,1
8.84,134,10,7,3,4,71,1
6.4,98,9,3,0,5,98,1
5.68,136,5,10,3,1,88,1
6.65,130,10,9,1,1,91,1
8.82,81,2,10,1,6,78,1
8.65,105,6,10,1,5,80,1
6.04,134,10,8,0,5,95,1
9.56,115,10,1,3,2,77,1
5.21,102,2,6,0,5,93,1
7.5,88,9,6,2,3,96,1
9.63,134,5,2,2,0,93,1
7.2,122,4,4,3,4,82,1
7.68,97,1,5,0,1,93,1
8.79,123,7,5,2,5,92,1
9.01,109,8,8,0,0,70,1
9.48,100,8,10,0,0,73,1
8.04,130,4,9,1,0,78,1
8.53,96,4,10,3,5,64,1
6.89,97,6,1,3,0,97,1
7.25,126,3,10,1,6,64,1
5.99,91,3,2,3,6,95,1
8.69,83,6,8,0,6,100,1
8.53,86,6,7,2,6,79,1
5.73,104,8,10,3,5,61,1
7.16,82,7,9,1,5,68,1
6.98,128,3,10,0,5,87,1
8.2,90,6,5,1,2,91,1
8.55,81,2,1,3,6,79,1
8.77,139,1,5,1,3,60,1
5.45,131,5,3,3,4,96,1
5.97,125,3,10,3,4,71,1
7.89,106,2,10,1,5,67,1
6.87,130,7,7,1,1,60,1
9.14,122,6,9,3,3,85,1
5.71,96,2,1,0,3,63,0
6.97,116,2,3,2,5,98,1
7.97,111,6,6,1,5,77,1
5.4,84,7,7,0,3,87,1
7.28,137,1,7,1,2,97,1
8.45,91,2,4,1,1,71,1
8.75,129,7,3,2,3,76,1
9.65,125,7,9,3,0,95,1
9.46,85,3,6,1,4,75,1
7.29,98,9,9,2,0,65,1
5.8,124,3,10,0,3,94,1
9.7,105,9,8,0,5,75,1
7.86,80,8,8,3,3,72,1
7.32,101,4,2,1,1,99,1
7.33,128,1,8,2,6,92,1
5.26,111,6,3,3,4,75,1
8.76,97,4,10,3,5,85,1
8.6,124,8,8,2,0,90,1
9.9,82,1,6,2,3,82,1
6.22,95,3,2,2,4,89,1
8.76,103,6,1,3,3,70,1
5.92,116,1,1,0,3,90,0
7.0,103,7,3,1,4,62,1
7.38,99,7,8,0,1,70,1
5.81,130,4,7,3,3,98,1
9.42,91,10,4,2,4,98,1
9.56,97,2,5,3,3,76,1
6.78,137,7,9,2,5,91,1
9.18,108,2,3,3,4,95,1
9.84,122,4,3,2,5,99,1
9.29,118,7,10,2,5,67,1
5.65,134,9,7,2,5,80,1
6.01,123,2,10,1,2,98,1
6.21,100,9,1,3,2,86,1
6.19,92,7,6,0,0,68,1
5.26,113,1,10,1,6,60,1
7.22,107,5,8,1,4,65,1
7.65,119,7,3,0,1,62,1
8.91,84,1,4,2,2,62,1
7.98,116,7,1,1,5,95,1
7.58,95,3,2,0,2,95,1
5.31,97,9,5,2,4,67,1
8.92,125,5,7,1,6,88,1
9.7,114,7,10,1,3,81,1
8.4,134,10,7,2,6,85,1
5.26,120,1,2,2,0,77,0
6.25,132,9,1,2,5,61,1
6.55,102,9,1,2,2,80,1
7.78,87,9,8,1,1,100,1
8.17,81,4,2,2,5,92,1
7.49,108,2,6,1,4,91,1
9.66,96,10,6,2,4,82,1
5.19,112,5,10,2,5,91,1
6.07,96,6,4,0,3,69,1
8.01,129,7,3,0,0,86,1
5.67,116,4,9,3,5,87,1
6.18,114,4,6,1,3,71,1
7.56,97,7,1,2,0,87,1
5.11,99,1,1,1,6,74,0
5.86,139,4,6,0,2,64,1
5.97,118,6,4,1,1,92,1
5.31,125,10,6,3,5,99,1
8.67,94,9,7,3,2,60,1
7.52,84,2,8,2,1,72,1
8.63,83,3,9,0,0,67,1
8.41,89,2,5,0,5,100,1
6.99,92,9,10,0,3,68,1
5.95,139,8,10,1,5,69,1
7.07,102,9,2,2,6,64,1
6.72,105,3,10,1,4,81,1
9.15,97,5,2,3,4,75,1
5.91,111,7,1,2,1,71,1
7.91,91,8,3,3,6,99,1
8.36,127,1,4,0,6,72,1
6.48,129,2,6,1,2,77,1
5.66,140,5,10,1,3,64,1
5.61,103,10,3,3,3,81,1
8.41,135,8,10,0,4,75,1
8.01,101,4,5,2,5,87,1
7.95,82,5,6,0,4,88,1
5.98,96,8,7,0,6,70,1
5.45,134,6,3,0,2,65,1
9.68,97,1,3,1,6,80,1
7.73,119,7,10,0,4,63,1
5.72,110,7,10,0,0,92,1
5.76,137,6,6,0,1,80,1
6.61,92,1,5,3,0,61,1
9.98,86,5,3,1,2,90,1
9.57,137,2,10,3,3,70,1
9.37,96,1,2,0,1,81,1
8.24,115,8,4,2,2,78,1
7.97,105,7,2,2,3,94,1
6.79,89,6,9,0,1,94,1
7.03,88,6,9,2,4,69,1
9.85,92,9,8,0,6,65,1
6.92,127,6,2,3,4,62,1
5.95,123,5,2,3,5,68,1
6.39,118,8,7,1,0,71,1
8.1,99,2,8,3,3,62,1
5.86,89,2,3,3,5,63,1
6.23,124,4,3,1,2,71,1
9.19,129,3,6,2,3,91,1
9.53,132,5,9,0,5,83,1
9.13,116,9,9,3,4,83,1
9.02,127,8,8,1,3,75,1
7.4,80,3,7,1,3,99,1
9.64,107,6,5,0,0,79,1
6.88,121,4,8,2,3,86,1
6.96,89,6,3,2,2,61,1
5.05,83,7,9,0,4,92,1
9.68,113,6,6,1,1,100,1
8.28,138,3,8,0,2,70,1
7.16,112,5,10,3,4,67,1
5.21,85,7,2,1,1,85,1
5.33,103,1,5,2,3,83,1
5.04,91,10,3,1,0,91,1
5.96,87,5,5,3,5,76,1
8.65,129,6,9,2,0,96,1
8.38,117,2,6,2,6,70,1
6.78,104,9,10,1,2,76,1
6.4,112,6,3,2,2,70,1
5.56,88,2,10,2,4,95,1
7.58,112,3,4,1,6,60,1
7.92,87,7,9,0,4,94,1
5.64,105,5,5,3,0,83,1
7.75,99,8,7,0,5,89,1
9.3,113,2,9,1,5,88,1
9.52,108,1,7,2,0,92,1
9.52,126,3,3,2,4,81,1
6.25,135,9,7,1,3,81,1
7.69,100,7,7,2,0,100,1
6.99,91,3,7,3,3,93,1
6.77,127,5,7,1,4,98,1
7.06,137,7,3,2,6,84,1
5.93,134,2,4,3,5,71,1
9.12,96,10,8,0,4,90,1
6.48,138,8,1,1,5,98,1
5.85,115,2,8,1,2,96,1
5.32,94,1,2,2,5,75,1
5.73,137,5,10,3,0,60,1
8.91,118,1,2,2,6,100,1
6.92,88,7,8,3,3,79,1
8.24,89,2,1,0,5,61,1
10.0,87,4,1,3,5,94,1
7.64,110,3,3,3,0,75,1
7.37,112,1,2,2,3,83,1
6.05,124,1,8,1,5,76,1
